id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,wheelchair,animal,keyword,rate_count,rate
2117391581,오하운크레페 라마다호텔점,음식점 > 카페,CE7,카페,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972035326254,37.5602653691219,http://place.map.kakao.com/2117391581,,unknown,unknown,,1,3.0
19452723,플라시보,음식점 > 카페,CE7,카페,,서울 중구 순화동 151,서울 중구 칠패로 27,126.971917667092,37.5601355976431,http://place.map.kakao.com/19452723,,unknown,unknown,,1,5.0
483625090,공구리,음식점 > 카페,CE7,카페,02-6929-2200,서울 중구 순화동 151,서울 중구 칠패로 27,126.971976499321,37.560193275423,http://place.map.kakao.com/483625090,,unknown,unknown,,0,0
656929176,쏘커피,음식점 > 카페 > 커피전문점,CE7,카페,02-318-7710,서울 중구 순화동 151,서울 중구 칠패로 27,126.971942555976,37.560164435461,http://place.map.kakao.com/656929176,,unknown,unknown,#제로페이 ,0,0
2024683472,미니카페,음식점 > 카페,CE7,카페,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972035325581,37.5602671711155,http://place.map.kakao.com/2024683472,,unknown,unknown,,0,0
161061720,빈스빈스 HSBC점,음식점 > 카페 > 커피전문점 > 빈스빈스,CE7,카페,02-318-1982,서울 중구 봉래동1가 25,서울 중구 칠패로 37,126.9730268496643,37.56009621238815,http://place.map.kakao.com/161061720,,unknown,unknown,,0,0
15524821,카페아이엠티 순화점,음식점 > 카페,CE7,카페,02-771-8817,서울 중구 순화동 151,서울 중구 칠패로 27,126.972347795371,37.5600203715611,http://place.map.kakao.com/15524821,,unknown,unknown,#제로페이 ,0,0
9552774,하루웰,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 봉래동1가 25,서울 중구 칠패로 37,126.973017791335,37.5601070222813,http://place.map.kakao.com/9552774,,unknown,unknown,,0,0
21547475,서울상공회의소 비지니스센타,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 남대문로4가 45,서울 중구 세종대로 39,126.973859697341,37.5605541061316,http://place.map.kakao.com/21547475,,unknown,unknown,,1,4.0
1460395860,콩코드커피,음식점 > 카페 > 커피전문점,CE7,카페,070-7763-1110,서울 중구 남대문로4가 20-15,서울 중구 남대문로 6,126.97643351155372,37.56031137877288,http://place.map.kakao.com/1460395860,,unknown,unknown,,0,0
1297642881,남대문커피,음식점 > 카페,CE7,카페,,서울 중구 남대문로4가 18-6,서울 중구 남대문로 10,126.97701858689788,37.560535842325,http://place.map.kakao.com/1297642881,,unknown,unknown,,8,4.5
19716910,맘모커피 남대문점,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 남창동 34-77,서울 중구 남대문시장길 12,126.976675826679,37.5599636420842,http://place.map.kakao.com/19716910,,unknown,unknown,#앤틱한 #제로페이 ,4,4.5
27284766,뭉치치카페,음식점 > 카페 > 테마카페,CE7,카페,02-318-8070,서울 중구 남대문로4가 20-2,서울 중구 남대문시장길 17,126.97694283972542,37.56026282550547,http://place.map.kakao.com/27284766,,unknown,unknown,#분위기좋은 #브런치카페 #샐러드카페 #카카오페이 #제로페이 ,8,3.5
567945319,수목티,음식점 > 카페,CE7,카페,02-318-8287,서울 중구 남창동 34-73,서울 중구 남대문시장길 14,126.976786728161,37.5600123177749,http://place.map.kakao.com/567945319,,unknown,unknown,#제로페이 ,4,5.0
18830149,삼양카페,음식점 > 카페,CE7,카페,02-755-0529,서울 중구 남창동 33-1,서울 중구 남대문시장4길 9,126.977431915941,37.5598124215409,http://place.map.kakao.com/18830149,,unknown,unknown,,0,0
177831119,카페르네,음식점 > 카페,CE7,카페,,서울 중구 남대문로4가 20-7,서울 중구 남대문시장길 9,126.976508252121,37.5601798481214,http://place.map.kakao.com/177831119,,unknown,unknown,,0,0
474005666,스타벅스 레스케이프호텔R점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 회현동1가 210,서울 중구 퇴계로 67,126.97949404876192,37.55983442162631,http://place.map.kakao.com/474005666,,unknown,unknown,,12,3.7
21396305,카페칠그램 명동점,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979618398509,37.5603786452961,http://place.map.kakao.com/21396305,,unknown,unknown,,0,0
26476911,폴바셋 신세계본점,음식점 > 카페 > 커피전문점 > 폴바셋,CE7,카페,02-310-1233,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.98078191298,37.5603175726293,http://place.map.kakao.com/26476911,,unknown,unknown,,2,2.5
854864455,헬카페 레스케이프 호텔점,음식점 > 카페,CE7,카페,,서울 중구 회현동1가 210,서울 중구 퇴계로 67,126.979786039011,37.5598867298014,http://place.map.kakao.com/854864455,,unknown,unknown,,0,0
21239102,만나카페,음식점 > 카페,CE7,카페,,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980772834444,37.5604112748267,http://place.map.kakao.com/21239102,,unknown,unknown,,0,0
614123017,멜린다 키친 명동점,음식점 > 카페,CE7,카페,010-6893-6863,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980776243064,37.5603599185598,http://place.map.kakao.com/614123017,,unknown,unknown,#제로페이 ,0,0
170341192,투썸플레이스 신세계DF명동점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,02-3789-2377,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.98091773627677,37.56029236674655,http://place.map.kakao.com/170341192,,unknown,unknown,,1,5.0
1359796599,스타벅스 신세계본점 6F점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.981202886403,37.5605518995878,http://place.map.kakao.com/1359796599,,unknown,unknown,,7,1.7
589092573,스타벅스 별다방점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 회현동2가 88,서울 중구 퇴계로 100,126.982729816384,37.5600439705648,http://place.map.kakao.com/589092573,,y,n,,35,4.7
2030739313,칸틴 명동 스타,음식점 > 카페,CE7,카페,02-6020-5926,서울 중구 회현동2가 88,서울 중구 퇴계로 100,126.982921054905,37.560202573841,http://place.map.kakao.com/2030739313,,y,y,,0,0
19011137,대성푸드시스템(주),음식점 > 카페,CE7,카페,,서울 중구 회현동2가 88,서울 중구 퇴계로 100,126.982914270656,37.5601737409583,http://place.map.kakao.com/19011137,,unknown,unknown,,0,0
26791610,부스터커피,음식점 > 카페,CE7,카페,070-7755-2233,서울 중구 회현동3가 9-1,서울 중구 퇴계로14길 7,126.98372238571844,37.56014502323508,http://place.map.kakao.com/26791610,,unknown,unknown,,3,4.0
1997663566,오리엔탈휴,음식점 > 카페 > 테마카페,CE7,카페,02-752-4066,서울 중구 회현동3가 10,서울 중구 퇴계로14길 1,126.983688388368,37.5603432378615,http://place.map.kakao.com/1997663566,,unknown,unknown,,1,3.0
25778271,슈퍼커피 남산점,음식점 > 카페 > 커피전문점,CE7,카페,02-6363-3738,서울 중구 회현동2가 10-1,서울 중구 소공로 48,126.983072802447,37.559824176981,http://place.map.kakao.com/25778271,,unknown,unknown,,0,0
654976295,숨쉬는카페,음식점 > 카페,CE7,카페,,서울 중구 회현동3가 11-3,서울 중구 퇴계로 108,126.983729102092,37.5604874029795,http://place.map.kakao.com/654976295,,unknown,unknown,,0,0
13137450,행복마루,음식점 > 카페,CE7,카페,,서울 중구 회현동2가 10-1,서울 중구 소공로 48,126.983027532092,37.5598169625063,http://place.map.kakao.com/13137450,,unknown,unknown,,0,0
783518947,2FARMS,음식점 > 카페,CE7,카페,,서울 중구 회현동3가 11-3,서울 중구 퇴계로 108,126.983729102092,37.5604874029795,http://place.map.kakao.com/783518947,,unknown,unknown,,0,0
1911581917,가배도 명동점,음식점 > 카페,CE7,카페,,서울 중구 남산동1가 5-2,서울 중구 퇴계로18길 10,126.985026169802,37.5604190988422,http://place.map.kakao.com/1911581917,,unknown,unknown,#제로페이 ,19,4.2
225665963,쥬씨 명동역점,음식점 > 카페 > 생과일전문점 > 쥬씨,CE7,카페,,서울 중구 남산동1가 1-2,서울 중구 퇴계로 120,126.98499217795,37.5606065018737,http://place.map.kakao.com/225665963,,unknown,unknown,,5,2.4
300793739,차얌 명동역점,음식점 > 카페 > 차얌,CE7,카페,,서울 중구 남산동1가 1-2,서울 중구 퇴계로 120,126.98507820138,37.5605776808778,http://place.map.kakao.com/300793739,,unknown,unknown,,0,0
18082296,투썸플레이스 명동역점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,02-775-3216,서울 중구 남산동2가 8-1,서울 중구 퇴계로18길 13,126.98563739339716,37.56017500461954,http://place.map.kakao.com/18082296,,unknown,unknown,,19,1.9
19336960,할리스 명동퍼시픽호텔점,음식점 > 카페 > 커피전문점 > 할리스,CE7,카페,02-3789-8747,서울 중구 남산동2가 31-1,서울 중구 퇴계로20길 2,126.985377131235,37.5599037725949,http://place.map.kakao.com/19336960,,unknown,unknown,,1,5.0
27268142,코코,음식점 > 카페,CE7,카페,,서울 중구 남산동2가 6-4,서울 중구 퇴계로18길 11,126.985639632971,37.5603002434618,http://place.map.kakao.com/27268142,,unknown,unknown,,0,0
236311495,마터호른,음식점 > 카페,CE7,카페,,서울 중구 남산동2가 10-1,서울 중구 퇴계로20길 5,126.985761944932,37.559896611652,http://place.map.kakao.com/236311495,,unknown,unknown,,0,0
756564809,케이코쇼텐,음식점 > 카페,CE7,카페,02-777-6277,서울 중구 남산동3가 18-1,서울 중구 퇴계로24길 12-1,126.98726715880368,37.56037431194317,http://place.map.kakao.com/756564809,,unknown,unknown,,13,3.6
292073135,맘스그릴앤카페,음식점 > 카페,CE7,카페,02-779-4455,서울 중구 남산동3가 13-21,서울 중구 퇴계로22길 11,126.98661975394852,37.56043370614358,http://place.map.kakao.com/292073135,,unknown,unknown,,0,0
647737547,카페오아시아 남산점,음식점 > 카페,CE7,카페,02-3789-7499,서울 중구 남산동3가 32-2,서울 중구 소파로 145,126.98811607783176,37.559977961798666,http://place.map.kakao.com/647737547,,unknown,unknown,,0,0
21553900,대한적십자사 희망풍차라운지,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 남산동3가 32-2,서울 중구 소파로 145,126.988097953233,37.5600770696363,http://place.map.kakao.com/21553900,,unknown,unknown,,0,0
21159738,공감하우스,음식점 > 카페,CE7,카페,,서울 중구 주자동 49-16,서울 중구 삼일대로2길 70,126.99019853302,37.5604412654536,http://place.map.kakao.com/21159738,,unknown,unknown,,0,0
14666211,나무야,음식점 > 카페,CE7,카페,02-365-9701,서울 서대문구 합동 31-7,서울 서대문구 서소문로 43-22,126.96528715111734,37.561009603302345,http://place.map.kakao.com/14666211,,n,n,#로스팅전문 #점심식사 #제로페이 ,0,0
1792085720,카페바이랩씨앤씨,음식점 > 카페,CE7,카페,,서울 서대문구 합동 31-13,서울 서대문구 서소문로 43-45,126.964981678464,37.5607572339992,http://place.map.kakao.com/1792085720,,n,y,,1,5.0
1209379840,카페 키푸카,음식점 > 카페,CE7,카페,,서울 서대문구 합동 28-43,서울 서대문구 서소문로 43-10,126.965800795295,37.561449439601,http://place.map.kakao.com/1209379840,,unknown,unknown,#핸드드립전문점 #카카오페이 #제로페이 ,1,4.0
13603392,웨스트파크카페,음식점 > 카페,CE7,카페,,서울 서대문구 합동 116,서울 서대문구 서소문로 45,126.966176688001,37.5611684369115,http://place.map.kakao.com/13603392,,unknown,unknown,,3,5.0
178567644,투썸플레이스 충정로센트럴플레이스점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,02-363-2377,서울 중구 중림동 419,서울 중구 서소문로 50,126.96730516759378,37.56104261525832,http://place.map.kakao.com/178567644,,unknown,unknown,,10,3.7
14692469,카페아일랜드,음식점 > 카페 > 커피전문점,CE7,카페,02-312-7789,서울 중구 중림동 355,서울 중구 청파로 464,126.968164280359,37.5608950865678,http://place.map.kakao.com/14692469,,n,n,#제로페이 ,1,5.0
305332057,잇츠크리스피 AIA점,음식점 > 카페,CE7,카페,02-6190-8995,서울 중구 순화동 216,서울 중구 통일로2길 16,126.971491872469,37.5607553814341,http://place.map.kakao.com/305332057,,unknown,unknown,,2,5.0
12118837,투썸플레이스 순화동점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,02-757-2388,서울 중구 순화동 53,서울 중구 세종대로7길 37,126.9725421612322,37.560849334029946,http://place.map.kakao.com/12118837,,y,n,,2,3.0
27436824,매머드커피 퍼시픽타워점,음식점 > 카페 > 커피전문점,CE7,카페,070-8832-3592,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.972994703886,37.5613576005762,http://place.map.kakao.com/27436824,,unknown,unknown,,4,2.0
16036246,서울에서 첫번째로 잘하는 전통찻집,음식점 > 카페 > 전통찻집,CE7,카페,02-2130-2969,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.973021874132,37.5613395868534,http://place.map.kakao.com/16036246,,unknown,unknown,#제로페이 ,1,1.0
1873769467,콜렉티보 퍼시픽타워점,음식점 > 카페,CE7,카페,,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.972994705186,37.5613539965897,http://place.map.kakao.com/1873769467,,unknown,unknown,#브런치카페 ,2,3.0
588496734,블랙오래,음식점 > 카페,CE7,카페,,서울 중구 순화동 66,서울 중구 세종대로7길 43,126.97248209914416,37.56105564830823,http://place.map.kakao.com/588496734,,unknown,unknown,,1,4.0
1680026967,커피식구 시청센터점,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 순화동 66,서울 중구 세종대로7길 43,126.972256863631,37.5610655065618,http://place.map.kakao.com/1680026967,,unknown,unknown,,0,0
8352198,샌드앤푸드 서소문점,음식점 > 카페,CE7,카페,02-2130-2949,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.973012798752,37.561397248569,http://place.map.kakao.com/8352198,,unknown,unknown,,0,0
1358426450,스타벅스 대한상공회의소R점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 남대문로4가 45,서울 중구 세종대로 39,126.973702240748,37.5609378958064,http://place.map.kakao.com/1358426450,,unknown,unknown,,9,4.0
10538288,스타벅스 퍼시픽타워점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.97323238797524,37.56135405071565,http://place.map.kakao.com/10538288,,unknown,unknown,,5,3.4
581644876,공차 대한상공회의소점,음식점 > 카페 > 공차,CE7,카페,02-6050-1177,서울 중구 남대문로4가 45,서울 중구 세종대로 39,126.973773624144,37.560712662485,http://place.map.kakao.com/581644876,,unknown,unknown,,1,1.0
1515528851,빈스빈스 신한은행점,음식점 > 카페 > 커피전문점 > 빈스빈스,CE7,카페,02-3789-7201,서울 중구 태평로2가 120,서울 중구 세종대로9길 20,126.974552177956,37.5611056674585,http://place.map.kakao.com/1515528851,,unknown,unknown,,5,1.0
261428387,사회적협동조합 스윗,음식점 > 카페,CE7,카페,02-6360-3106,서울 중구 태평로2가 120,서울 중구 세종대로9길 20,126.974574809438,37.5611200882823,http://place.map.kakao.com/261428387,,n,n,#제로페이 ,3,5.0
893424676,한옥카페,음식점 > 카페,CE7,카페,070-4509-9100,서울 중구 남대문로4가 71-1,서울 중구 남대문로 11,126.97701279525296,37.56096741867193,http://place.map.kakao.com/893424676,,unknown,unknown,,11,3.2
315769845,사푼사푼 남대문본점,음식점 > 카페,CE7,카페,02-2211-8170,서울 중구 남대문로4가 17-23,서울 중구 남대문로 9,126.97692444517,37.5611890466415,http://place.map.kakao.com/315769845,,unknown,unknown,,1,5.0
158668648,카페파인,음식점 > 카페,CE7,카페,,서울 중구 남대문로3가 91,서울 중구 남대문로 23,126.97816715393914,37.56129199661217,http://place.map.kakao.com/158668648,,unknown,unknown,,11,4.5
14692418,향수커피,음식점 > 카페 > 다방,CE7,카페,02-318-7078,서울 중구 남대문로3가 92-1,서울 중구 남대문로 25,126.97839124374802,37.56132987970101,http://place.map.kakao.com/14692418,,unknown,unknown,,0,0
21580485,JB커피,음식점 > 카페 > 커피전문점,CE7,카페,02-723-7750,서울 중구 남대문로3가 30-2,서울 중구 남대문시장길 45-7,126.978205811725,37.5606883359115,http://place.map.kakao.com/21580485,,unknown,unknown,,0,0
16498733,삼호커피숍,음식점 > 카페,CE7,카페,,서울 중구 남대문로3가 30-7,서울 중구 남대문로 20,126.977902452905,37.5608000031296,http://place.map.kakao.com/16498733,,unknown,unknown,,0,0
56973649,카페화인,음식점 > 카페,CE7,카페,,서울 중구 남대문로3가 91,서울 중구 남대문로 21-1,126.978120755564,37.5612703641014,http://place.map.kakao.com/56973649,,unknown,unknown,,0,0
20224341,이디야커피 한국은행점,음식점 > 카페 > 커피전문점 > 이디야커피,CE7,카페,02-3789-1236,서울 중구 남대문로3가 98,서울 중구 남대문로 29-2,126.978966177149,37.5614453111071,http://place.map.kakao.com/20224341,,unknown,unknown,,2,3.0
520648724,전통한방다전 남대문점,음식점 > 카페 > 전통찻집,CE7,카페,02-755-4445,서울 중구 회현동1가 200-1,서울 중구 남대문로 34-1,126.97947332734928,37.56110662559454,http://place.map.kakao.com/520648724,,unknown,unknown,,4,5.0
246450821,마리웨일237 회현역점,음식점 > 카페,CE7,카페,02-752-5776,서울 중구 회현동1가 199-6,서울 중구 남대문시장길 61,126.97953682429764,37.560685871112746,http://place.map.kakao.com/246450821,,unknown,unknown,#제로페이 ,4,4.0
1646186969,새로나커피숍,음식점 > 카페,CE7,카페,02-753-5425,서울 중구 남창동 1-2,서울 중구 남대문로 30,126.979025228013,37.5607461481224,http://place.map.kakao.com/1646186969,,unknown,unknown,,0,0
20098892,벨라지오,음식점 > 카페,CE7,카페,02-771-3352,서울 중구 남창동 1-1,서울 중구 남대문로 30,126.979061434956,37.560785798409,http://place.map.kakao.com/20098892,,unknown,unknown,,0,0
21397743,인디고블루,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 남창동 1-1,서울 중구 남대문로 30,126.979075017735,37.5607821968298,http://place.map.kakao.com/21397743,,unknown,unknown,,0,0
1314507084,본정초코렛,음식점 > 카페 > 커피전문점,CE7,카페,02-753-7549,서울 중구 회현동1가 202-9,서울 중구 남대문시장길 73,126.980016681621,37.5608030828925,http://place.map.kakao.com/1314507084,,unknown,unknown,,0,0
1318464280,바리스타카페,음식점 > 카페,CE7,카페,02-319-1160,서울 중구 회현동1가 202-43,서울 중구 남대문로 36,126.979750637419,37.5610535146718,http://place.map.kakao.com/1318464280,,unknown,unknown,,1,5.0
1498457425,스타벅스 신세계본점5F점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,,서울 중구 충무로1가 52-5,,126.981402022385,37.5608042102369,http://place.map.kakao.com/1498457425,,unknown,unknown,,7,2.4
27209407,공차 신세계본점,음식점 > 카페 > 공차,CE7,카페,02-310-5320,서울 중구 충무로1가 52-5,서울 중구 소공로 63,126.981080541486,37.5609843585191,http://place.map.kakao.com/27209407,,unknown,unknown,,1,4.0
11962086,스시카페,음식점 > 카페,CE7,카페,02-310-5045,서울 중구 충무로1가 52-5,서울 중구 소공로 63,126.98110205716556,37.56094021312223,http://place.map.kakao.com/11962086,,unknown,unknown,,0,0
21234345,티파니,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 충무로1가 52-5,서울 중구 소공로 63,126.9811020614894,37.56092309418384,http://place.map.kakao.com/21234345,,unknown,unknown,,0,0
180345397,란스,음식점 > 카페 > 커피전문점,CE7,카페,,서울 중구 충무로1가 52-41,서울 중구 소공로 지하 58,126.981845726919,37.5606673277785,http://place.map.kakao.com/180345397,,unknown,unknown,,0,0
404587168,투썸플레이스 명동대연각타워점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,02-318-2388,서울 중구 충무로1가 25-5,서울 중구 퇴계로 97,126.98269794255224,37.56083684314452,http://place.map.kakao.com/404587168,,unknown,n,,4,3.8
709051097,메가커피 명동중앙우체국점,음식점 > 카페 > 커피전문점 > 메가커피,CE7,카페,02-318-1055,서울 중구 충무로1가 25-10,서울 중구 명동8나길 51,126.982076518245,37.5610782175826,http://place.map.kakao.com/709051097,,unknown,unknown,,7,3.9
1989843441,스타벅스 서울중앙우체국점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,,서울 중구 충무로1가 21-1,서울 중구 소공로 70,126.982053823305,37.5613223842554,http://place.map.kakao.com/1989843441,,unknown,unknown,,9,2.6
342518723,마치마치 명동점,음식점 > 카페 > 테마카페 > 디저트카페,CE7,카페,,서울 중구 충무로1가 25-10,서울 중구 명동8나길 51,126.982071991402,37.5610764149018,http://place.map.kakao.com/342518723,,unknown,unknown,,0,0
8117966,피노스 명동점,음식점 > 카페 > 커피전문점,CE7,카페,02-756-3347,서울 중구 충무로1가 25-11,서울 중구 소공로 66,126.982026718222,37.561078210012,http://place.map.kakao.com/8117966,,unknown,unknown,,0,0
26527838,반지대학 명동캠퍼스,음식점 > 카페 > 테마카페,CE7,카페,02-3789-6620,서울 중구 충무로1가 25-32,서울 중구 명동2길 52,126.983126838689,37.5611108082421,http://place.map.kakao.com/26527838,,unknown,unknown,,1,5.0
19700434,스타벅스 명동역점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,1522-3232,서울 중구 충무로1가 25-52,서울 중구 퇴계로 101,126.98310425846024,37.56086212989949,http://place.map.kakao.com/19700434,,unknown,unknown,,6,4.0
22379245,공차 명동역점,음식점 > 카페 > 공차,CE7,카페,02-754-7770,서울 중구 충무로1가 24-31,서울 중구 퇴계로 109,126.983896521513,37.560898280489,http://place.map.kakao.com/22379245,,unknown,unknown,,7,1.7
18294054,이디야커피 명동역점,음식점 > 카페 > 커피전문점 > 이디야커피,CE7,카페,02-3789-1064,서울 중구 충무로1가 25-50,서울 중구 퇴계로 103,126.983217436771,37.5608765619903,http://place.map.kakao.com/18294054,,unknown,unknown,,11,4.6
11135579,사주카페샤프,음식점 > 카페 > 테마카페 > 사주카페,CE7,카페,02-776-1378,서울 중구 충무로1가 24-19,서울 중구 명동2길 53,126.98332830471531,37.56110092589771,http://place.map.kakao.com/11135579,,n,n,#고급진 #사주카페 #타로점 #타로카페 ,63,4.7
9022384,명동사주카페,음식점 > 카페 > 테마카페 > 사주카페,CE7,카페,02-776-7593,서울 중구 충무로1가 24-19,서울 중구 명동2길 53,126.98334415118492,37.56109642315042,http://place.map.kakao.com/9022384,,n,n,,2,3.0
26504622,고관한복촬영소 명동점,음식점 > 카페 > 테마카페,CE7,카페,02-318-8288,서울 중구 충무로1가 22-15,서울 중구 명동8나길 30,126.983335019571,37.5614424046118,http://place.map.kakao.com/26504622,,unknown,unknown,,0,0
27367240,드레스시네마,음식점 > 카페 > 테마카페 > 드레스카페,CE7,카페,,서울 중구 충무로1가 24-18,서울 중구 명동2길 49,126.983316961814,37.5612117468972,http://place.map.kakao.com/27367240,,unknown,unknown,#공주풍 #데이트코스 #드레스카페 ,0,0
14100962,바리스타카페,음식점 > 카페 > 커피전문점,CE7,카페,02-319-1160,서울 중구 충무로1가 202-24,,126.98343019417,37.5609847116566,http://place.map.kakao.com/14100962,,unknown,unknown,,0,0
7975333,스위트카페,음식점 > 카페,CE7,카페,02-3498-2900,서울 중구 충무로1가 24-38,,126.984552877316,37.5613704904929,http://place.map.kakao.com/7975333,,unknown,unknown,,0,0
12684043,신비안사주카페,음식점 > 카페 > 테마카페 > 사주카페,CE7,카페,070-4234-1148,서울 중구 충무로2가 65-2,서울 중구 명동8가길 6,126.985408509604,37.5615039468534,http://place.map.kakao.com/12684043,,unknown,y,,12,2.0
