id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,wheelchair,animal
16003198,원마산아구찜,"음식점 > 한식 > 해물,생선 > 아구",FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.971904082733,37.5601428023865,http://place.map.kakao.com/16003198,,unknown,unknown
15409421,동감,음식점 > 분식,FD6,음식점,02-757-5569,서울 중구 순화동 151,서울 중구 칠패로 27,126.971908597773,37.5601752393491,http://place.map.kakao.com/15409421,,unknown,unknown
2121797271,찜닭콩닭,음식점,FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972035325581,37.5602671711155,http://place.map.kakao.com/2121797271,,unknown,unknown
730593639,에페 순화직영점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972021743231,37.5602689698914,http://place.map.kakao.com/730593639,,unknown,unknown
23372745,걸신쭈꾸미,"음식점 > 한식 > 해물,생선",FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.971922192957,37.5601392027071,http://place.map.kakao.com/23372745,,unknown,unknown
20625926,브레드밀,"음식점 > 간식 > 제과,베이커리",FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972067049122,37.5601788809302,http://place.map.kakao.com/20625926,,unknown,unknown
21397757,랄랄라,음식점 > 한식,FD6,음식점,070-8861-7772,서울 중구 순화동 151,서울 중구 칠패로 27,126.971935767851,37.5601572258725,http://place.map.kakao.com/21397757,,unknown,unknown
15735208,이삭토스트 서울남대문점,음식점 > 간식 > 토스트 > 이삭토스트,FD6,음식점,02-3789-2322,서울 중구 남대문로4가 20-9,서울 중구 남대문로 2-3,126.97636788324948,37.56025910783573,http://place.map.kakao.com/15735208,,unknown,unknown
1074127798,아토,음식점 > 일식,FD6,음식점,,서울 중구 남대문로4가 20-15,서울 중구 남대문로 6,126.976431248507,37.5603095763274,http://place.map.kakao.com/1074127798,,unknown,unknown
21397504,청수냉면,음식점 > 한식 > 냉면,FD6,음식점,,서울 중구 남대문로4가 20-54,서울 중구 남대문로 6-3,126.976562514416,37.5603852861955,http://place.map.kakao.com/21397504,,unknown,unknown
23964655,본가,음식점 > 한식,FD6,음식점,,서울 중구 남대문로4가 20-1,서울 중구 남대문시장길 17-5,126.976874875652,37.5604430115885,http://place.map.kakao.com/23964655,,unknown,unknown
13595176,순희네빈대떡 남대문시장본점,음식점 > 한식,FD6,음식점,02-755-1422,서울 중구 남대문로4가 3-3,서울 중구 남대문시장길 25-8,126.977481515545,37.560475564736,http://place.map.kakao.com/13595176,,unknown,unknown
37055972,나돈,"음식점 > 한식 > 육류,고기",FD6,음식점,,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.977603781183,37.560374676343,http://place.map.kakao.com/37055972,,unknown,unknown
35052905,다복향마라탕,음식점 > 중식,FD6,음식점,02-3789-7090,서울 중구 남대문로4가 18-2,서울 중구 남대문시장길 25-3,126.977209903208,37.560403432871,http://place.map.kakao.com/35052905,,unknown,unknown
14080164,동해횟집,"음식점 > 한식 > 해물,생선 > 회",FD6,음식점,,서울 중구 남대문로4가 18-3,서울 중구 남대문시장길 25-1,126.9772189884,37.5603025229742,http://place.map.kakao.com/14080164,,unknown,unknown
23964650,홍두깨손칼국수,음식점 > 한식 > 국수,FD6,음식점,,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.977603781183,37.560374676343,http://place.map.kakao.com/23964650,,unknown,unknown
19615373,강남교자 남대문점,음식점 > 한식,FD6,음식점,02-752-8629,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.977603784419,37.5603638643811,http://place.map.kakao.com/19615373,,unknown,unknown
21234535,수라간,음식점 > 한식,FD6,음식점,02-776-3368,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.97760378118284,37.560374676343,http://place.map.kakao.com/21234535,,unknown,unknown
17591798,왕산골왕만두,음식점 > 분식,FD6,음식점,02-3789-0675,서울 중구 남대문로4가 3-3,서울 중구 남대문시장길 25-8,126.977481515545,37.560475564736,http://place.map.kakao.com/17591798,,unknown,unknown
15878985,소담,음식점 > 한식,FD6,음식점,,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.97761283996,37.560360262111,http://place.map.kakao.com/15878985,,unknown,unknown
16268324,미가정,음식점 > 한식 > 국수,FD6,음식점,02-318-3638,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 29,126.977590199486,37.5603746737659,http://place.map.kakao.com/16268324,,unknown,unknown
1979947569,김진호호떡 남대문본점,음식점 > 분식,FD6,음식점,02-774-6668,서울 중구 남대문로4가 3-5,서울 중구 남대문시장길 31,126.9777260089397,37.56039992737758,http://place.map.kakao.com/1979947569,,unknown,unknown
11247416,남경,음식점 > 중식 > 중화요리,FD6,음식점,02-777-2379,서울 중구 남대문로4가 3-4,서울 중구 남대문시장길 31-3,126.97766713231228,37.5604755999921,http://place.map.kakao.com/11247416,,unknown,unknown
869234207,남대문떡갈비플러스,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,,서울 중구 남대문로4가 3-5,서울 중구 남대문시장길 31,126.977726007867,37.5604035313649,http://place.map.kakao.com/869234207,,unknown,unknown
1316248263,오가네,음식점 > 한식,FD6,음식점,02-6954-2333,서울 중구 남대문로3가 30-12,서울 중구 남대문시장길 35,126.977884448269,37.5604468089987,http://place.map.kakao.com/1316248263,,unknown,unknown
17035286,아와비 명동점,음식점 > 일식 > 일식집,FD6,음식점,,서울 중구 남대문로3가 30-12,서울 중구 남대문시장길 35,126.977870856966,37.5604792423391,http://place.map.kakao.com/17035286,,unknown,unknown
9764325,명신분식,음식점 > 분식,FD6,음식점,02-777-2124,서울 중구 남대문로4가 3-5,서울 중구 남대문시장길 31,126.977726007867,37.5604035313649,http://place.map.kakao.com/9764325,,unknown,unknown
8661661,골목식당,음식점 > 분식,FD6,음식점,02-776-6997,서울 중구 남창동 5,서울 중구 남대문시장8길 7,126.978975588219,37.5601767092763,http://place.map.kakao.com/8661661,,unknown,unknown
21397819,스시,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 중구 남창동 5,서울 중구 남대문시장8길 7,126.978980121514,37.5601550861576,http://place.map.kakao.com/21397819,,unknown,unknown
21397907,오부대찌게,"음식점 > 한식 > 찌개,전골",FD6,음식점,,서울 중구 남창동 5,서울 중구 남대문시장8길 7,126.978980118476,37.56016589812,http://place.map.kakao.com/21397907,,unknown,unknown
20747250,회덮밥.냉모밀,음식점 > 일식,FD6,음식점,,서울 중구 남창동 5,서울 중구 남대문시장8길 7,126.978980118476,37.56016589812,http://place.map.kakao.com/20747250,,unknown,unknown
20747249,찌개랑볶음,음식점 > 한식,FD6,음식점,02-753-0045,서울 중구 남창동 5,서울 중구 남대문시장8길 7,126.978980118476,37.56016589812,http://place.map.kakao.com/20747249,,unknown,unknown
18132290,남문호프치킨,음식점 > 치킨,FD6,음식점,02-310-9776,서울 중구 회현동1가 210,서울 중구 퇴계로 67,126.97934342933576,37.56016055626085,http://place.map.kakao.com/18132290,,unknown,unknown
17264727,원함흥냉면,음식점 > 한식 > 냉면,FD6,음식점,02-2128-6927,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979618398509,37.5603786452961,http://place.map.kakao.com/17264727,,unknown,unknown
21396568,건강초밥,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979600290562,37.5603750381813,http://place.map.kakao.com/21396568,,unknown,unknown
15388675,어굼터,음식점 > 패스트푸드,FD6,음식점,02-2128-6882,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979600290562,37.5603750381813,http://place.map.kakao.com/15388675,,unknown,unknown
20745931,일마을,음식점 > 일식,FD6,음식점,,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979618398509,37.5603786452961,http://place.map.kakao.com/20745931,,unknown,unknown
15702123,종로분식,음식점 > 분식,FD6,음식점,02-2128-8644,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.97961387324,37.5603714365399,http://place.map.kakao.com/15702123,,unknown,unknown
27366634,베키아에누보 본점(지하1층),"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-310-1244,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.98077511148806,37.56035901737866,http://place.map.kakao.com/27366634,,unknown,unknown
13101718,마쯔야,음식점 > 일식,FD6,음식점,02-310-5038,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980772860375,37.5603103631803,http://place.map.kakao.com/13101718,,unknown,unknown
518252905,속초코다리냉면,음식점 > 한식 > 냉면,FD6,음식점,,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980772851114,37.5603464030542,http://place.map.kakao.com/518252905,,unknown,unknown
1800954665,델리카트슨,음식점 > 양식,FD6,음식점,02-310-1231,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980790962812,37.5603355940397,http://place.map.kakao.com/1800954665,,unknown,unknown
26316308,딘앤델루카 본점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-310-5327,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.980736614713,37.5604184768978,http://place.map.kakao.com/26316308,,unknown,unknown
